sa2_maincode_2016,sa2_code_2021,ratio
604011080,604011080,1.0
604011081,604011081,1.0
604011082,604011082,1.0
604011083,604011083,1.0
604011084,604011084,1.0
604021085,604021085,1.0
604021086,604021086,1.0
604021087,604021087,1.0
604021088,604021088,1.0
604021089,604021089,1.0
604021090,604021090,1.0
604021091,604021091,1.0
604021092,604021092,1.0
604031093,604031093,1.0
604031094,604031094,0.9999992
604031095,604031095,1.0
604031096,604031096,1.0
604031097,604031097,1.0
604031098,604031098,1.0
697979799,697979799,1.0
699999499,699999499,1.0
701011001,701011001,1.0
701011002,701011002,1.0
701011003,701011003,1.0
701011004,701011004,1.0
701011005,701011005,1.0
701011006,701011006,1.0
701011007,701011007,1.0
701011008,701011008,1.0
701011009,701011009,1.0
701021010,701021010,1.0
701021011,701021011,1.0
701021012,701021012,1.0
701021013,701021013,1.0
701021014,701021014,1.0
701021015,701021015,1.0
701021016,701021016,1.0
701021017,701021017,1.0
701021018,701021018,1.0
701021019,701021019,1.0
701021020,701021020,1.0
701021021,701021021,1.0
701021022,701021022,1.0
701021023,701021023,1.0
701021024,701021024,1.0
701021025,701021025,1.0
701021026,701021026,1.0
701021027,701021027,1.0
701021028,701021028,1.0
701021029,701021029,1.0
701021030,701021030,1.0
701031031,701031031,1.0
701031032,701031032,1.0
701031033,701031033,1.0
701031034,701031034,1.0
701031035,701031035,1.0
701041036,701041036,1.0
701041037,701041037,1.0
701041038,701041038,1.0
701041039,701041039,1.0
701041040,701041040,1.0
701041041,701041041,1.0
701041042,701041042,1.0
701041043,701041043,1.0
701041044,701041044,1.0
702011045,702011045,1.0
702011046,702011046,1.0
702011047,702011047,1.0
702011048,702011048,1.0
702011049,702011049,1.0
702011050,702011050,1.0
702011051,702011051,1.0
702011052,702011052,1.0
702011053,702011053,1.0
702011054,702011054,1.0
702021055,702021055,1.0
702021056,702021056,1.0
702031057,702031057,1.0
702031058,702031058,1.0
702031059,702031059,1.0
702031060,702031060,1.0
702031061,702031061,1.0
702041062,702041062,1.0
702041063,702041063,1.0
702041064,702041064,1.0
702051065,702051065,1.0
702051066,702051066,1.0
702051067,702051067,1.0
702051068,702051068,1.0
797979799,797979799,1.0
799999499,799999499,1.0
801011001,801011001,1.0
801011002,801011002,1.0
801011003,801011003,1.0
801011004,801011004,1.0
801011005,801011005,1.0
801011006,801011006,1.0
801011007,801011007,1.0
801011008,801011008,1.0
801011009,801011009,1.0
801011010,801011010,1.0
801011011,801011011,1.0
801011012,801011012,1.0
801011013,801011013,1.0
801011014,801011014,1.0
801011015,801011015,1.0
801011016,801011016,1.0
801011017,801011017,1.0
801011018,801011018,1.0
801011019,801011019,1.0
801011020,801011020,1.0
801011021,801011021,1.0
801011022,801011022,1.0
801011023,801011023,1.0
801011024,801011024,1.0
801011025,801011025,1.0
801011026,801011026,1.0
801011111,801011111,1.0
801011112,801011142,0.0666664
801011112,801011143,0.8
801011112,801011144,0.1333336
801031031,801031031,1.0
801031032,801031032,1.0
801031113,801031113,1.0
801031114,801031114,1.0
801031115,801031115,1.0
801041034,801041034,1.0
801041035,801041035,1.0
801041036,801041036,1.0
801041037,801041037,1.0
801041038,801041038,1.0
801041039,801041039,1.0
801041040,801041040,1.0
801041043,801041043,1.0
801041044,801041044,1.0
801041045,801041045,1.0
801041046,801041046,1.0
801041047,801041047,1.0
801041048,801041048,1.0
801041116,801041116,1.0
801041117,801041117,1.7e-06
801041117,801041121,0.9999983
801041118,801041118,1.0
801041119,801041119,1.0
801041120,801041120,1.0
801041121,801041121,1.0
801041122,801041122,1.0
801051049,801051049,1.0
801051050,801051050,1.0
801051051,801051051,1.0
801051053,801051053,1.0
801051054,801051054,1.0
801051055,801051055,1.0
801051056,801051056,1.0
801051057,801051057,1.0
801051058,801051058,1.0
801051060,801051060,1.0
801051061,801051061,1.0
801051123,801051123,1.0
801051124,801051124,1.0
801051125,801051125,1.0
801051126,801051126,1.0
801051127,801051127,1.0
801051128,801051128,1.0
801061062,801061062,1.0
801061063,801061063,1.0
801061064,801061064,1.0
801061066,801061066,1.0
801061067,801061067,1.0
801061068,801061068,1.0
801061069,801061069,1.0
801061070,801061070,1.0
801061129,801061129,1.0
801061130,801061130,1.0
801061131,801061131,1.0
801071071,801071071,1.0
801071072,801071072,1.0
801071073,801071073,1.0
801071074,801071074,1.0
801071075,801071075,1.0
801071076,801071076,1.0
801071077,801071077,1.0
801071078,801071078,1.0
801071079,801071079,1.0
801071080,801071080,1.0
801071081,801071081,1.0
801071082,801071082,1.0
801071083,801071083,1.0
801071084,801071084,1.0
801071085,801071085,1.0
801071086,801071086,1.0
801071087,801071087,1.0
801071088,801071088,1.0
801071089,801071089,1.0
801071090,801071090,1.0
801071132,801071132,1.0
801081091,801081091,1.0
801081092,801081092,1.0
801081093,801081093,1.0
801081094,801081094,1.0
801081095,801081095,1.0
801081096,801081096,1.0
801081097,801081097,1.0
801081098,801081098,1.0
801081133,801081133,1.0
801091099,801091099,1.0
801091100,801091100,1.0
801091101,801091101,1.0
801091102,801091102,1.0
801091103,801091103,1.0
801091104,801091104,1.0
801091105,801091105,1.0
801091106,801091106,1.0
801091107,801091107,1.0
801091108,801091108,1.0
801091109,801091109,1.0
801091110,801091110,1.0
801101134,801101134,1.0
801101135,801101135,1.0
801101136,801101136,1.0
801101137,801101137,1.0
801101138,801101145,0.3157892
801101138,801101146,0.6842108
801101139,801101139,1.0
801111140,801111140,1.0
801111141,801111141,1.0
897979799,897979799,1.0
899999499,899999499,1.0
901011001,901011001,1.0
901021002,901021002,1.0
901031003,901031003,1.0
901041004,901041004,1.0
997979799,997979799,1.0
999999499,999999499,1.0
