sa2_code,sa2_name,earners2015-2016,earners2016-2017,earners2017-2018,earners2018-2019,earners2019-2020,median_age2015-2016,median_age2016-2017,median_age2017-2018,median_age2018-2019,median_age2019-2020,earningsum2015-2016,earningsum2016-2017,earningsum2017-2018,earningsum2018-2019,earningsum2019-2020,earningmedian2015-2016,earningmedian2016-2017,earningmedian2017-2018,earningmedian2018-2019,earningmedian2019-2020,eariningmean2015-2016,eariningmean2016-2017,eariningmean2017-2018,eariningmean2018-2019,eariningmean2019-2020
309011224,Broadbeach Waters,5252,5250,5458,5535,5522,44,44,44,44,45,354996020,360624843,379271417,391405868,394478969,44436,44792,45338,45495,46537,67593,68690,69489,70715,71438
309011225,Burleigh Heads,5850,6096,6285,6264,6308,41,42,42,42,43,342815781,363501736,380440477,395916019,403731709,44680,45070,46772,47894,47638,58601,59630,60531,63205,64003
309011226,Burleigh Waters,8351,8564,8802,8862,9011,43,43,43,43,43,460598490,480229994,507988188,528214540,552559032,43982,45097,46347,47756,48116,55155,56075,57713,59604,61321
309011227,Mermaid Beach - Broadbeach,8278,8412,8674,8853,9402,37,37,38,38,39,523046738,535430396,576685811,606214113,651377904,44367,45453,46442,47961,48089,63185,63651,66484,68476,69281
309011228,Mermaid Waters,7447,7698,7947,8057,8059,42,42,42,42,42,403665477,423253261,452918573,479795172,490972841,42540,43389,44473,45802,46539,54205,54982,56992,59550,60922
309011229,Miami,4574,4718,4918,5057,5164,38,39,39,38,38,261131443,278978155,296034291,329313052,331646860,45261,45494,46655,48701,49363,57090,59131,60194,65120,64223
309021230,Coolangatta,3503,3693,3861,3935,4158,45,45,45,44,44,191016275,192895212,207958294,215502055,239591947,39973,40008,40928,41868,42920,54529,52233,53861,54765,57622
309021231,Currumbin - Tugun,6921,7183,7479,7658,7880,43,43,43,43,42,406346774,429102897,469455842,476221777,510123307,43909,44987,46215,47932,48794,58712,59739,62770,62186,64736
309021232,Currumbin Waters,5367,5558,5770,5885,5846,45,45,45,44,45,286605462,297617135,313548542,332531015,331792487,43590,44386,45076,46752,47032,53401,53548,54341,56505,56755
309021233,Elanora,7020,7279,7388,7497,7603,45,45,44,44,44,362247832,383618492,398970791,410220035,424686698,42688,43043,44617,45657,46027,51602,52702,54003,54718,55858
309021234,Palm Beach,8742,9081,9470,9790,10134,42,41,41,41,41,503906457,544702838,568316624,608854296,663283144,43964,45425,46579,48100,50030,57642,59983,60012,62191,65451
309031235,Arundel,5944,6124,6188,6248,6469,44,44,44,44,44,312180893,326309675,336108052,348171910,360458117,42949,43002,44596,45380,45353,52520,53284,54316,55725,55721
309031236,Biggera Waters,4580,5020,5296,5479,5620,41,41,42,42,42,237449916,260141491,275487482,291921278,303540532,42440,42342,43450,43644,44878,51845,51821,52018,53280,54011
309031237,Coombabah,4880,5031,5160,5069,5067,45,45,45,45,46,225966105,236739090,248559444,253303225,252306375,40320,41431,42712,44663,44155,46305,47056,48170,49971,49794
309031238,Labrador,9261,9602,9849,10047,10199,41,41,41,42,42,432521082,457032148,488906423,503106630,514905288,41110,41601,43321,43625,43415,46703,47598,49640,50075,50486
309031239,Paradise Point - Hollywell,5946,6044,6649,6895,6649,50,50,48,48,50,448635028,444952989,462925120,475625723,511159805,47343,47873,45645,44752,47445,75452,73619,69623,68981,76878
309031240,Runaway Bay,5781,5821,5783,5844,5787,51,51,51,51,52,332167753,335342117,349324901,364216169,362128938,42142,42252,43930,46018,45261,57459,57609,60405,62323,62576
309041241,Guanaba - Springbrook,2562,2633,2666,2716,2708,47,47,47,47,48,145478033,151364665,155384289,161832024,159802739,44391,45990,45576,47607,46776,56783,57488,58284,59585,59011
309041242,Tamborine - Canungra,7964,8384,8712,9026,9081,48,48,48,48,48,420106494,449003068,477549333,509684609,522458922,41441,42356,43699,45148,45755,52751,53555,54815,56468,57533
309051243,Currumbin Valley - Tallebudgera,4378,4589,4645,4781,4792,46,46,46,46,46,255595932,283179028,290360106,302684262,311683648,42194,43460,44116,44849,45562,58382,61708,62510,63310,65042
309051244,Mudgeeraba - Bonogin,10562,11001,11228,11348,11506,44,44,44,44,44,598466495,635964599,671395164,687596148,713012109,45071,45900,47269,48592,48978,56662,57810,59797,60592,61969
309051245,Reedy Creek - Andrews,4601,4790,4939,5072,5122,42,42,42,42,42,276484986,291718127,307740590,318130803,337892234,48349,49416,50242,50557,51812,60092,60901,62308,62723,65969
309061246,Carrara,7449,7690,7910,8007,7975,44,44,44,44,44,403613016,422328911,444013887,459146349,465423686,44172,44141,46057,47512,47244,54184,54919,56133,57343,58360
309061247,Highland Park,4802,4905,5035,5139,5101,43,43,43,43,43,237843385,246606670,263281284,271788641,275778146,44149,44437,45159,46779,47461,49530,50277,52290,52887,54064
309061248,Nerang - Mount Nathan,11351,11627,11970,12082,12105,42,42,42,42,42,573538786,601760330,627494352,645286909,668518831,43616,44205,45082,46515,47521,50528,51755,52422,53409,55227
309061249,Pacific Pines - Gaven,10344,10755,10975,11254,11071,39,39,40,40,40,566136865,590320035,610796469,640423710,638195571,47049,47560,48516,49877,50440,54731,54888,55653,56906,57646
309061250,Worongary - Tallai,4727,4901,5011,5067,5033,45,45,45,46,46,273400885,288768964,294882939,320585977,327236801,44366,44307,45407,47809,48241,57838,58920,58847,63269,65018
309071251,Coomera,6920,8322,8941,9928,10594,37,36,37,37,36,388897411,463228278,504614476,562336645,614899685,46476,45865,46905,47753,48970,56199,55663,56438,56641,58042
309071252,Helensvale,10117,10247,10573,10933,11195,44,44,44,44,44,592433418,612371562,645859656,675602323,705034401,46270,47641,48062,49534,50142,58558,59761,61086,61795,62978
309071253,Hope Island,6842,7513,7862,8162,8554,49,50,50,49,50,507749038,551244477,583958685,629524483,672543128,48521,48011,48168,48477,48783,74211,73372,74276,77129,78623
309071254,Jacobs Well - Alberton,2179,2361,2471,2651,2770,46,46,46,46,46,127962453,139952289,151967789,168481793,175022433,45886,47534,49654,51057,50657,58725,59277,61501,63554,63185
309071255,Ormeau - Yatala,11009,11813,12217,12652,12887,39,39,40,40,40,645202171,695773815,737560065,769958533,797474485,51230,51432,52812,53473,54555,58607,58899,60372,60857,61882
309071256,Oxenford - Maudsland,9215,9586,9886,10415,10816,41,41,41,41,41,519007459,539135067,580046295,616573052,646442887,48596,48387,50344,51179,51256,56322,56242,58674,59200,59767
309071257,Pimpama,4413,6907,8406,10459,11867,33,33,33,33,33,224310204,358195234,473358081,621611292,667474870,45269,46055,47631,49106,49247,50829,51860,56312,59433,56246
309071258,Upper Coomera - Willow Vale,17065,18025,18884,19470,19904,38,39,39,39,39,954445908,1026651834,1106412586,1156863679,1191857763,47841,48544,50094,51145,51392,55930,56957,58590,59418,59880
309081259,Clear Island Waters,2610,2719,2708,2706,2681,49,49,49,49,49,166601241,167080887,172740242,185928422,180691023,41637,41628,42327,42919,42550,63832,61449,63789,68710,67397
309081260,Merrimac,3821,3992,4115,4209,4156,41,40,41,41,41,192260440,203984573,219563778,223683633,233613869,44883,45328,46657,47634,48555,50317,51098,53357,53144,56211
309081261,Robina,13735,14144,14678,15107,15457,44,43,43,43,43,733981675,765937490,808673537,846151383,867027049,43326,43910,44780,45813,46173,53439,54153,55094,56011,56093
309081262,Varsity Lakes,8546,8949,9419,9764,9847,39,39,39,39,40,440364400,460206525,498762968,529240424,540621992,43194,43617,44727,46471,46628,51529,51425,52953,54203,54902
309091263,Ashmore,6937,7032,7231,7326,7169,44,44,44,44,44,378202230,388614493,409015985,417909371,419839054,44234,44382,45239,45937,46591,54520,55264,56564,57045,58563
309091264,Molendinar,3787,3835,3931,4025,3955,41,41,41,41,42,189275263,192011979,201824106,212529368,209217091,41465,41611,42303,43867,43955,49980,50068,51342,52802,52899
309091265,Parkwood,5196,5222,5386,5479,5449,42,42,42,41,42,271336989,277615982,292504261,297954371,305084441,43797,44254,45242,45160,45729,52220,53163,54308,54381,55989
309091540,Southport - North,7558,8022,8281,8659,9106,36,36,36,36,36,341715700,358779288,435643920,416232033,435600611,37587,36610,38305,38994,39502,45212,44724,52608,48069,47837
309091541,Southport - South,9120,10132,10507,10586,10941,41,40,40,40,40,490909099,553925463,579608750,594571273,630896201,40250,40003,41352,41980,41653,53828,54671,55164,56166,57663
309101267,Benowa,5081,5368,5567,5671,5785,46,46,46,46,47,338600292,367001809,376682106,388289410,395326709,44123,45048,44332,45044,45590,66640,68368,67663,68469,68337
309101268,Bundall,2921,3321,3437,3248,3263,45,44,43,45,45,208035126,226419841,245091629,245471702,243415738,46370,44066,44184,48078,49244,71221,68178,71310,75576,74599
309101269,Main Beach,2485,2631,2679,2582,2608,52,52,53,54,55,197621731,208609445,219613750,218199440,213605133,47449,47601,48193,49679,48356,79526,79289,81976,84508,81904
309101270,Surfers Paradise,15005,15808,16138,16121,16832,36,36,36,37,38,800211001,844080132,878950692,911493058,950126713,35559,35360,35454,36802,35454,53330,53396,54465,56541,56448
310011271,Darra - Sumner,2643,2619,2663,2713,2700,36,36,36,37,38,130279699,130402212,136552715,141918771,145592419,44101,44860,46370,48283,48261,49292,49791,51278,52311,53923
310011272,Durack,3931,3963,4078,4132,4199,39,40,40,40,40,183858680,184853973,193342464,201497879,206660395,42976,42827,43539,44660,45074,46771,46645,47411,48765,49217
310011273,Forest Lake - Doolandella,15944,16399,17127,17548,17798,40,40,40,40,40,896266969,913118214,970874312,1013498183,1036222022,50449,49908,50998,52328,52553,56213,55681,56687,57756,58221
310011274,Inala - Richlands,6840,7098,7674,8137,8120,37,37,36,36,36,277158946,289042526,316626188,348644413,354287806,37674,37228,37878,39638,40550,40520,40722,41260,42847,43632
310011275,Oxley (Qld),4634,4755,4884,4944,5038,38,38,38,39,39,271579935,286284181,305559942,323663925,340015204,51209,52841,54483,57982,59918,58606,60207,62563,65466,67490
310011276,Wacol,1098,1090,1126,1168,1155,37,37,36,37,37,48752131,50174771,51811627,55482302,56320677,41898,42951,43472,44559,44792,44401,46032,46014,47502,48762
310021277,Boonah,6365,6713,6827,6930,6994,47,47,47,47,48,298354913,320713452,331962548,343386276,346623038,39548,40592,41206,42757,43104,46874,47775,48625,49551,49560
310021278,Esk,2174,2336,2343,2369,2393,50,51,50,51,51,98894040,104065841,107055666,112522071,118455867,37466,38280,38798,39847,39415,45489,44549,45692,47498,49501
310021279,Lake Manchester - England Creek,np,3,3,3,3,np,39,40,41,42,np,326127,336255,401799,382122,np,79982,93966,100708,107840,np,108709,112085,133933,127374
310021280,Lockyer Valley - East,9204,9665,10051,10369,10483,44,44,44,44,44,438814656,478848406,512425097,541149004,554032562,42608,44046,45646,47601,48755,47677,49545,50982,52189,52851
310021281,Lowood,6396,6668,6912,7038,7171,44,44,44,44,44,322096442,344185577,360341555,380219861,390174700,44652,45669,46884,48806,49132,50359,51618,52133,54024,54410
310021282,Rosewood,6039,6370,6488,6713,6849,45,45,45,44,44,316493773,340140510,354647775,375526603,390740952,48039,49300,49499,50605,52397,52408,53397,54662,55940,57051
310031283,Brassall,5278,5436,5698,5923,6028,38,38,38,39,38,279144975,289315332,307685859,324144456,341181526,47936,48687,49785,50360,51555,52888,53222,53999,54726,56599
310031284,Bundamba,4399,4522,4642,4727,4789,39,39,39,39,39,212450026,221721954,234551010,241592524,252633591,46460,46645,48196,49352,50778,48295,49032,50528,51109,52753
310031285,Churchill - Yamanto,3703,3776,3844,3872,3790,38,38,38,39,39,200839398,202972961,213353238,222621950,219936311,51438,51101,52485,54089,55261,54237,53753,55503,57495,58031
310031286,Ipswich - Central,3319,3307,3391,3418,3429,44,43,43,43,43,185483262,187923621,197249008,200511502,208217173,48687,49208,49731,51217,51867,55885,56826,58168,58663,60722
310031287,Ipswich - East,8550,8699,8972,9057,9010,41,42,41,42,42,442670650,453103229,482730683,496085101,503906701,46914,47086,48279,49670,50576,51774,52087,53804,54774,55927
310031288,Ipswich - North,2757,2836,2875,2952,2852,43,44,44,44,44,170617295,175957392,181337937,192263097,191845712,52512,53776,54558,57453,59270,61885,62044,63074,65130,67267
310031289,Karalee - Barellan Point,3242,3406,3549,3701,3886,44,45,44,44,43,205376409,219579701,238974188,256255543,277461245,55207,55601,58620,60715,62317,63349,64468,67336,69240,71400
310031290,Karana Downs,3681,3720,3742,3816,3776,45,45,46,46,46,243192325,254524609,259668193,272840097,272029963,55711,58174,59030,61645,62320,66067,68421,69393,71499,72042
310031291,Leichhardt - One Mile,3208,3424,3581,3650,3629,38,38,38,39,39,150752176,163582632,175330329,183700538,187180019,44060,45016,45933,47068,48120,46993,47775,48961,50329,51579
310031292,North Ipswich - Tivoli,2931,3097,3144,3149,3159,41,42,42,41,41,145784295,154692877,163280631,168118293,172863515,46270,47083,49202,50792,51652,49739,49949,51934,53388,54721
310031293,Raceview,7586,7866,7930,8108,8129,40,40,40,40,40,412336556,428587921,445745943,467593034,476747664,49810,50360,52410,53799,54330,54355,54486,56210,57671,58648
310031294,Ripley,2657,3692,4273,5241,6174,38,36,35,35,35,157310334,224434450,267469001,333719747,405807954,54538,57703,58552,60144,62141,59206,60789,62595,63675,65729
310031295,Riverview,1123,1179,1215,1220,1181,40,40,40,40,41,48457018,50903304,54704703,56565131,55829486,41061,42113,43344,45109,46823,43150,43175,45024,46365,47273
310041296,Bellbird Park - Brookwater,7685,8746,9202,9854,10220,38,38,38,38,38,488043791,562006149,604681374,662419574,702483594,54865,55157,56298,57635,58603,63506,64259,65712,67223,68736
310041297,Camira - Gailes,5134,5207,5245,5351,5321,42,42,41,41,41,262881172,274462584,285607542,298824500,302495999,47414,48529,50392,51550,52844,51204,52710,54453,55845,56849
310041298,Carole Park,32,32,22,27,32,46,47,50,34,37,1827866,1597071,1186958,1895557,1791972,49582,46151,43803,49416,52536,57121,49908,53953,70206,55999
310041299,Collingwood Park - Redbank,4266,4485,4752,5227,5733,38,38,38,37,37,220348430,229860359,250968111,281351264,310995324,48549,48525,49913,51193,52000,51652,51251,52813,53827,54247
310041300,Goodna,4741,4841,5005,5121,5015,37,37,37,38,38,218058998,223488331,237082459,247995790,248260798,43552,43683,45672,46467,47520,45994,46166,47369,48427,49504
310041301,New Chum,np,4,np,np,np,np,38,np,np,np,np,66360,np,np,np,np,17799,np,np,np,np,16590,np,np,np
310041302,Redbank Plains,9061,9862,10687,11458,11884,35,34,34,34,34,434144131,469444212,526123413,579325674,609372228,45972,45330,47266,48811,49592,47913,47601,49230,50561,51277
310041303,Springfield,3796,3879,4088,4209,4241,38,39,39,39,39,216008300,224703266,245185186,262655033,277370722,53307,53958,54982,55779,57874,56904,57928,59977,62403,65402
310041304,Springfield Lakes,8744,9735,10734,12007,13133,35,36,36,36,36,520873167,589088825,663118916,766389491,858009261,55216,55979,56891,59016,60567,59569,60512,61777,63829,65332
311011305,Beaudesert,6466,6837,7023,7066,6980,46,46,46,46,46,304859841,332604606,346157544,353674645,359700331,40747,41214,42284,44295,45369,47148,48648,49289,50053,51533
311021306,Beenleigh,4008,4029,4071,4035,4075,41,40,39,40,41,190160376,190452197,195756656,197720238,201086524,44023,44038,45594,47220,47796,47445,47270,48086,49001,49346
311021307,Eagleby,5617,5616,5764,5799,5788,40,39,39,39,39,241223001,241977822,253889616,261652988,267540798,40601,41271,42629,43988,45129,42945,43087,44047,45120,46223
311021308,Edens Landing - Holmview,3841,4169,4493,4910,5074,37,37,36,36,36,198229449,219316818,239974239,264786334,277561857,48424,48513,49310,50806,51797,51609,52607,53411,53928,54703
311021309,Mount Warren Park,3053,3118,3197,3193,3140,42,42,42,42,43,161423592,164584157,172476422,176783118,174888101,47789,47997,48903,50908,51458,52874,52785,53949,55366,55697
311021310,Wolffdene - Bahrs Scrub,3582,3689,3917,4265,4683,42,43,42,41,40,209438686,219548790,234150010,257024311,289410460,48874,50162,51648,52994,54316,58470,59514,59778,60264,61800
311031311,Boronia Heights - Park Ridge,5947,6373,6859,7604,8669,41,40,39,39,37,287978074,315050476,341432088,387633321,444053112,43802,45393,46410,47601,47774,48424,49435,49779,50978,51223
311031312,Browns Plains,3824,3858,3958,3995,4015,37,37,37,37,37,183363270,187287086,198715213,205598186,207745112,45569,45754,47783,48463,48907,47951,48545,50206,51464,51742
311031313,Chambers Flat - Logan Reserve,2783,3013,3132,3549,4108,43,41,40,38,36,144966628,158694746,171116086,189430722,219683700,44869,45697,47694,49023,49788,52090,52670,54635,53376,53477
311031314,Crestmead,5589,5641,5778,5959,5923,36,37,37,37,37,267247006,270354415,283179741,293571881,292002883,45890,46778,47672,47983,47928,47817,47927,49010,49265,49300
311031315,Greenbank Military Camp,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np
311031316,Hillcrest,4704,4888,5031,5022,5080,41,41,40,41,41,261589659,272975623,283902247,290199412,297489607,49396,49395,50820,51612,52111,55610,55846,56431,57786,58561
311031317,Marsden,6518,6655,6958,7164,7167,36,36,36,36,37,300909886,308802311,330206503,341038704,343060411,44225,44088,44773,45918,46158,46166,46402,47457,47605,47867
311031318,Munruben - Park Ridge South,2814,2795,2811,2805,2751,45,45,46,46,47,155321592,158664688,163572256,163318408,161966517,48660,50270,51685,52827,51919,55196,56767,58190,58224,58876
311031319,Regents Park - Heritage Park,9085,9195,9393,9440,9261,40,40,40,40,40,479973244,489141588,511040063,526193044,520824722,48896,49453,50935,51893,52940,52831,53196,54406,55741,56238
311041320,Greenbank,7158,7511,7971,8600,9337,43,43,43,42,42,419432548,447544970,489472659,540277209,589603608,51406,51787,53468,55000,55728,58596,59585,61407,62823,63147
311041321,Jimboomba,13672,15569,16553,17561,18307,40,39,39,39,39,766692963,873917208,951464064,1024795235,1071418080,50038,50603,51909,52915,53233,56078,56132,57480,58356,58525
311041322,Logan Village,3922,4330,4498,4761,4837,44,43,43,44,43,219675053,248926327,263039334,286537249,296885477,48510,49578,50223,52201,53294,56011,57489,58479,60184,61378
311051323,Bethania - Waterford,4920,5313,5568,5673,5695,38,38,38,38,39,246720065,268135699,285763503,298353344,298723315,47209,47029,48683,49735,49655,50146,50468,51322,52592,52454
311051324,Cornubia - Carbrook,5403,5615,5719,5747,5708,44,44,44,44,45,336556145,362587963,378587212,392613662,401563836,50873,51947,53134,54655,58083,62291,64575,66198,68316,70351
311051325,Loganholme - Tanah Merah,6310,6441,6543,6679,6625,40,39,40,40,40,340114730,353452752,366588396,382052781,386877796,49146,50575,52021,53007,53650,53901,54875,56028,57202,58397
311051326,Loganlea,4985,5080,5289,5479,5531,37,37,37,37,37,238293397,242394422,258635022,266962849,272948371,44372,44527,45114,45981,46356,47802,47715,48901,48725,49349
311051327,Shailer Park,7306,7486,7575,7563,7642,43,43,43,43,43,444244421,455079736,469741329,478436971,494069520,52525,52978,53527,54942,56251,60805,60791,62012,63260,64652
311051328,Waterford West,3385,3397,3469,3550,3451,39,39,38,39,39,161307239,163764248,171383749,173544453,171315287,44512,45292,46776,47360,47108,47654,48208,49404,48886,49642
311061329,Daisy Hill,3891,3986,4046,4095,4095,42,42,42,42,42,240933996,248182117,253762342,262574742,270580082,50981,53241,52722,54520,56199,61921,62263,62719,64121,66076
311061330,Kingston (Qldnp),4237,4261,4376,4423,4338,37,38,37,37,37,179310786,183840187,191858222,196812255,194564453,41042,42032,42769,43536,43768,42320,43145,43843,44497,44851
311061331,Logan Central,2278,2351,2499,2518,2439,38,37,38,38,38,89391640,94211487,103815001,106872462,104838049,38160,39239,39848,41647,41626,39241,40073,41543,42443,42984
311061332,Rochedale South - Priestdale,9035,9148,9323,9328,9361,41,41,41,41,41,509963575,519561573,541288539,553598499,562525012,50395,50398,52074,53549,53663,56443,56795,58059,59348,60092
311061333,Slacks Creek,4884,4931,4978,5037,5015,39,39,38,39,39,230779258,234266955,241563326,249170112,250807577,44681,44933,45461,46198,47069,47252,47509,48526,49468,50011
311061334,Springwood,5712,5684,5808,5850,5787,42,42,42,42,42,315409248,318837861,332340136,344256072,345292119,49378,50203,50943,52139,52586,55219,56094,57221,58847,59667
311061335,Underwood,3709,3711,3817,3965,3981,38,39,39,39,39,205091590,206633586,214792337,227807324,236422012,46806,46959,47766,48568,50025,55296,55681,56273,57455,59388
311061336,Woodridge,5040,5035,5203,5232,5094,37,37,37,37,37,204751191,204911138,220224584,221045680,218341755,38908,39319,40800,41004,41383,40625,40697,42326,42249,42863
312011337,Bowen,4975,5351,5448,5605,5763,42,42,43,42,42,255397078,277379231,300418105,315149642,334574126,37342,38694,41791,43053,44456,51336,51837,55143,56227,58056
312011338,Broadsound - Nebo,3597,3675,3815,3868,3925,40,40,41,41,41,290492011,297609090,303383331,319359499,336040224,67109,65180,67252,70523,75156,80760,80982,79524,82565,85615
312011339,Clermont,1993,2030,2126,2146,2169,41,41,41,41,41,131314245,151274963,159027161,143182945,166897835,53472,56257,55927,55266,61360,65888,74520,74801,66721,76947
312011340,Collinsville,1530,1723,1769,1808,1834,45,45,45,45,44,86586133,99649493,106802341,111736266,120179707,45918,45129,48893,48696,51141,56592,57835,60374,61801,65529
312011341,Moranbah,4690,4716,4995,5096,5172,36,37,37,37,37,433037438,422027971,462545042,496266450,516672013,79881,78831,80726,88459,91028,92332,89489,92602,97384,99898
312021342,Andergrove - Beaconsfield,8230,8262,8640,8933,8972,40,41,40,40,40,523688994,521311884,565140330,610745968,626694783,53002,53182,55591,57456,59429,63632,63098,65410,68370,69850
312021343,East Mackay,1971,2047,2199,2203,2227,43,44,43,43,43,127898234,137739602,152191054,159726650,168848535,53928,55793,56763,60094,62412,64890,67289,69209,72504,75819
312021344,Eimeo - Rural View,6817,7301,7558,7880,8162,39,39,39,39,39,505321644,533969180,579555039,627477042,666409075,58583,58640,62025,64215,66804,74127,73136,76681,79629,81648
312021345,Eungella Hinterland,np,np,np,5,np,np,np,np,44,np,np,np,np,236181,np,np,np,np,62923,np,np,np,np,47236,np
312021346,Mackay,3048,2450,2500,2440,2611,43,41,41,41,40,190339382,145410827,155939407,152664266,170356563,49219,49195,51678,50802,54215,62447,59351,62376,62567,65246
312021347,Mackay Harbour,292,332,342,323,367,48,50,51,52,49,27783920,30365267,34089319,33682047,35745157,71020,74999,71871,79603,77731,95150,91462,99676,104279,97398
312021348,Mount Pleasant - Glenella,6395,6566,6841,7097,7191,44,44,44,44,43,460493242,476328829,526732284,567304480,591222648,55258,57037,60628,63249,65032,72008,72545,76996,79936,82217
312021349,North Mackay,3265,3289,3471,3608,3641,43,42,41,41,41,197056460,194076059,212700956,232690092,239660517,48232,49305,51335,52585,54448,60354,59008,61279,64493,65823
312021350,Ooralea - Bakers Creek,3142,3215,3341,3467,3600,39,39,39,39,39,210323430,218196327,239574846,258952155,276422333,54561,57541,60778,62684,64093,66939,67868,71708,74691,76784
312021351,Pioneer Valley,4275,4615,4852,5003,5097,41,42,41,41,42,274365634,299642010,329688966,351334523,361859478,52687,54306,55671,58392,57969,64179,64928,67949,70225,70995
312021352,Sarina,6211,6389,6550,6714,6934,45,45,45,45,45,399509571,410855083,438960877,465160444,493467009,51526,52241,54830,57349,59101,64323,64307,67017,69282,71166
312021353,Seaforth - Calen,4445,4555,4688,4825,4912,47,48,48,48,48,266431778,279462344,300436479,320168695,335488696,46719,48924,50488,53516,55000,59940,61353,64086,66356,68300
312021354,Shoal Point - Bucasia,3197,3293,3453,3571,3649,42,42,42,42,42,219526849,224913151,245527419,262538168,271621125,55580,56338,59407,59836,61069,68667,68300,71106,73520,74437
312021355,Slade Point,1785,1866,1939,1969,2012,45,45,44,44,45,108637243,113925763,122710915,131059712,142415896,49365,50289,53210,56250,56075,60861,61053,63286,66562,70783
312021356,South Mackay,3804,3787,3956,4045,4086,42,42,41,41,41,221179410,219918964,242691844,253934674,266808066,50092,50801,53641,55782,57565,58144,58072,61348,62777,65298
312021357,Walkerston - Eton,4964,5010,5158,5259,5353,43,44,44,44,44,319588745,327719031,350541251,369106994,387183047,52479,54541,56272,58244,60998,64381,65413,67961,70186,72330
312021358,West Mackay,3393,3410,3489,3622,3648,43,43,43,43,43,218815121,220182766,235693254,256927269,260961050,53720,54130,57117,59649,61843,64490,64570,67553,70935,71535
312031359,Airlie - Whitsundays,7680,8261,8549,8748,8840,38,38,38,39,39,406035825,437145561,485536144,506793550,513194749,42595,42626,46620,47440,46282,52869,52917,56794,57933,58054
312031360,Cape Conway,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np
312031361,Proserpine,4618,4917,5003,5106,5164,46,46,46,46,47,244260611,269012771,282027466,296128289,298619843,43275,45114,46576,48307,47923,52893,54711,56372,57996,57827
313011362,Beachmere - Sandstone Point,7055,7376,7739,7936,8095,48,48,48,48,49,344450772,364631404,392308451,414122530,420901009,40876,41139,42249,43957,44007,48824,49435,50692,52183,51995
313011363,Bribie Island,8159,8659,8922,9168,9399,54,54,55,55,56,388959138,420137096,448368605,464316708,480111181,35856,36614,37556,38476,38816,47672,48520,50254,50645,51081
313021364,Burpengary - East,2333,2673,2942,3284,3578,44,43,42,41,40,139448319,157823749,178589931,206477036,233229697,49314,49568,50800,54752,57119,59772,59044,60704,62874,65184
313021365,Caboolture,12386,13118,13510,14278,14467,39,38,38,39,39,563289864,608552171,651332756,702088344,721924640,40162,41128,42658,43688,44863,45478,46391,48211,49173,49901
313021366,Caboolture - South,9378,9661,10097,10664,10897,37,37,37,37,37,420130412,435570781,463430797,497657366,516018856,41125,41785,42431,43284,43769,44800,45085,45898,46667,47354
313021367,Elimbah,2350,2387,2525,2649,2686,43,44,44,44,44,124650631,130219307,137312885,153750923,162405605,44942,47289,46865,48631,50752,53043,54554,54381,58041,60464
313021368,Morayfield - East,4284,4562,4663,5032,5346,37,37,38,37,37,198938649,210866005,225629559,246185853,263967940,43534,43353,45705,46681,46896,46438,46222,48387,48924,49377
313021369,Wamuran,2461,2468,2525,2548,2569,44,44,45,45,45,131016167,129198123,136216889,143708649,148016381,43113,43954,45466,47642,48129,53237,52349,53947,56401,57616
313031370,Kilcoy,2811,2901,3008,3184,3273,44,44,44,43,43,130373547,138088569,145795544,160502384,164451421,40190,42017,42891,45935,49000,46380,47600,48469,50409,50245
313031371,Woodford - D'Aguilar,3692,3884,3921,4113,4225,45,45,46,46,46,183199738,196753545,204923916,219305324,232840385,42112,43470,44312,46575,46862,49621,50657,52263,53320,55110
313041372,Burpengary,7809,8027,8313,8723,8977,42,42,42,42,41,412693400,431291143,456313518,483724357,509136991,46487,47258,48736,49313,50748,52848,53730,54892,55454,56716
313041373,Deception Bay,9867,10199,10437,10748,10828,42,42,42,42,42,479146774,497796277,524573945,544915930,556301073,43929,44559,45764,46504,47353,48561,48808,50261,50699,51376
313041374,Morayfield,2982,3036,3183,3326,3489,47,46,45,45,43,167754729,173290787,184668203,185534465,206263373,45773,48014,48255,49566,49615,56256,57079,58017,55783,59118
313041375,Narangba,10364,10814,11207,11653,11865,41,41,41,41,41,608477140,636780522,672283646,715983351,741494391,51359,52446,53701,55030,55851,58711,58885,59988,61442,62494
313041376,Upper Caboolture,1807,1850,1886,1906,1950,45,46,46,46,46,105188415,108740060,112033489,115637037,125111340,47183,48725,48060,49963,51658,58212,58778,59403,60670,64160
313051377,Clontarf,4385,4549,4607,4636,4638,44,45,45,45,46,238597583,248006776,251901109,261588382,270050508,47580,47914,48710,50229,51653,54412,54519,54678,56425,58226
313051378,Margate - Woody Point,6063,6282,6319,6453,6393,46,46,47,47,48,333669587,351731343,360460497,379712596,383502085,46867,47815,48887,50230,50256,55034,55990,57044,58843,59988
313051379,Redcliffe,5191,5204,5331,5441,5431,47,48,48,49,49,265735363,383360546,283267317,294226813,297436165,43421,44470,46193,46705,46917,51192,73667,53136,54076,54766
313051380,Rothwell - Kippa-Ring,8248,8266,8453,8669,8631,43,43,43,43,43,406701544,407860238,422614158,441611973,451474399,43820,43793,44985,46314,47242,49309,49342,49996,50942,52308
