sa2_code,sa2_name,earners2015-2016,earners2016-2017,earners2017-2018,earners2018-2019,earners2019-2020,median_age2015-2016,median_age2016-2017,median_age2017-2018,median_age2018-2019,median_age2019-2020,earningsum2015-2016,earningsum2016-2017,earningsum2017-2018,earningsum2018-2019,earningsum2019-2020,earningmedian2015-2016,earningmedian2016-2017,earningmedian2017-2018,earningmedian2018-2019,earningmedian2019-2020,eariningmean2015-2016,eariningmean2016-2017,eariningmean2017-2018,eariningmean2018-2019,eariningmean2019-2020
506011110,Armadale - Wungong - Brookdale,8989,9290,9751,10329,10831,38,38,38,38,38,472937029,480442087,514643344,569685885,606697725,47350,47802,48746,50973,51990,52613,51716,52779,55154,56015
506011111,Ashendon - Lesley,np,np,4,8,5,np,np,43,29,30,np,np,369237,488813,490042,np,np,143945,47199,117172,np,np,92309,61102,98008
506011112,Camillo - Champion Lakes,2943,2848,2905,2945,2922,41,41,40,41,41,163453118,152225181,156192016,162089066,166654842,48723,48749,49064,49424,51043,55540,53450,53767,55039,57035
506011113,Forrestdale - Harrisdale - Piara Waters,11938,13077,13675,14662,15548,34,35,36,36,37,830916419,876756839,939898103,1032763188,1125399429,60834,59131,61342,63145,64915,69603,67046,68731,70438,72382
506011114,Kelmscott,5847,5674,5588,5696,5682,43,44,44,43,43,331165145,312037177,312474496,326764028,331201821,49506,48070,48737,49769,51062,56638,54994,55919,57367,58290
506011115,Mount Nasura - Mount Richon - Bedfordale,5135,5068,5060,5082,5087,46,46,47,46,47,340223177,327235910,330663020,341738627,355039021,52342,51073,52127,54954,56367,66256,64569,65348,67245,69793
506011116,Roleystone,4651,4579,4611,4592,4577,47,47,47,47,48,311505598,310782961,308058777,319427640,327413230,53029,51790,51948,54946,55394,66976,67871,66810,69562,71534
506011117,Seville Grove,5547,5521,5725,5898,5953,36,36,37,37,37,320355715,308070465,330075164,345110019,355497365,52123,50252,52122,53275,54964,57753,55800,57655,58513,59717
506021118,Belmont - Ascot - Redcliffe,8769,8631,8754,8861,9058,38,38,39,39,39,563600512,535889556,560659938,576835039,604586389,52849,51475,53540,54589,55884,64272,62089,64046,65098,66746
506021119,East Victoria Park - Carlisle,10299,10473,10388,10474,10643,36,36,37,37,37,677907840,675384860,693153133,719822143,757284760,53329,53000,55022,56185,57391,65823,64488,66726,68725,71153
506021120,Kewdale Commercial,39,27,28,31,15,48,49,46,47,48,3245800,2549435,1961550,2312646,1224817,88426,81571,68176,60649,81855,83226,94424,70055,74601,81654
506021121,Perth Airport,np,7,3,9,13,np,38,28,34,38,np,339039,205806,667061,1785093,np,43018,84101,38518,130676,np,48434,68602,74118,137315
506021122,Rivervale - Kewdale - Cloverdale,15099,15173,15461,15850,16345,35,36,36,37,37,908265506,884023096,931965609,981784828,1038189355,50696,50049,51603,53486,54322,60154,58263,60278,61942,63517
506021123,Victoria Park - Lathlain - Burswood,9988,10046,10114,10305,10530,36,36,37,37,38,683886211,668463472,694448267,733443629,784440832,53348,52225,54479,55500,56778,68471,66540,68662,71174,74496
506031124,Bentley - Wilson - St James,10973,10546,10803,11332,11782,33,34,34,34,34,576667429,533906429,557086045,592770895,623627687,41498,39443,40664,41654,42204,52553,50626,51568,52309,52931
506031125,Canning Vale - West,6661,6593,6697,6656,6663,44,45,45,45,45,433799590,414205113,425121622,433190365,446865807,50739,48839,50059,51923,53084,65125,62825,63479,65083,67067
506031126,Canning Vale Commercial,53,53,60,61,45,47,49,47,47,48,7343119,6849893,6994616,7158082,4829875,52339,50166,56480,58372,58943,138549,129243,116577,117346,107331
506031127,Cannington - Queens Park,10930,10962,11196,11734,12309,33,34,34,34,34,558952460,535363792,564502080,599103630,631625936,44241,42304,43537,43458,43363,51139,48838,50420,51057,51314
506031128,Parkwood - Ferndale - Lynwood,8467,8276,8279,8362,8325,41,42,42,42,42,478183158,456125148,461482638,472305096,480163023,48452,47487,48153,48733,49145,56476,55114,55741,56482,57677
506031129,Riverton - Shelley - Rossmoyne,8490,8445,8669,8682,8796,46,46,46,47,47,593673939,580138476,641322973,624826954,644888135,48402,46219,47442,49160,50333,69926,68696,73979,71968,73316
506031130,Welshpool,108,112,116,106,112,46,51,52,50,51,10566849,9970276,9749422,8266305,8629247,76300,71887,60672,68718,64617,97841,89020,84047,77984,77047
506031131,Willetton,11164,10987,11077,11172,11345,45,45,45,45,45,702117995,669049443,695585871,720339605,750040115,48744,47131,48927,50679,51379,62891,60895,62796,64477,66112
506041132,Beckenham - Kenwick - Langford,10440,10425,10564,11014,11177,37,37,37,37,38,538820725,525333841,544714030,576794780,599620610,46112,45090,46467,47541,47369,51611,50392,51563,52369,53648
506041133,Canning Vale - East,13370,13621,13779,14028,14124,40,40,41,41,41,865030430,845861255,863631504,901492297,934214505,53283,50763,51311,53192,54384,64699,62100,62677,64264,66144
506041134,Gosnells,10151,9942,10000,10237,10231,39,40,40,40,40,536524179,508220909,511612827,539046388,545235893,47817,46794,47351,49020,49341,52854,51119,51161,52657,53293
506041135,Huntingdale - Southern River,11118,11406,11675,12080,12409,39,39,40,40,40,709020660,714276672,739837323,773349305,809591218,54344,52937,54355,55215,56350,63772,62623,63369,64019,65242
506041136,Maddington - Orange Grove - Martin,7196,7445,7470,7592,7772,39,39,39,39,40,383488724,389903436,402975024,422323527,435756999,45818,45386,47966,49320,49499,53292,52371,53946,55627,56068
506041137,Thornlie,13590,13131,13167,13137,13137,41,42,42,43,43,765662639,715073901,726210649,738092984,748781636,48466,47491,48375,49890,50302,56340,54457,55154,56184,56998
506051138,Forrestfield - Wattle Grove,10956,10922,11039,11173,11317,40,40,40,41,41,687123183,660427580,685569242,719470415,738929407,54538,53364,54187,55729,56199,62717,60468,62104,64394,65294
506051139,High Wycombe,7272,7198,7197,7296,7296,41,41,41,41,42,462755050,440366981,445721482,472133406,481241796,55695,54084,54942,56880,57970,63635,61179,61932,64711,65960
506051140,Kalamunda - Maida Vale - Gooseberry Hill,9679,9611,9657,9626,9485,48,49,49,49,49,674914055,643000361,663976398,691481783,692218463,52668,50294,51365,53575,55209,69730,66903,68756,71835,72980
506051141,Lesmurdie - Bickley - Carmel,6949,6975,7127,7143,7111,47,48,48,48,48,471163555,462101119,474515002,489801182,503947109,52178,50209,50611,51278,53239,67803,66251,66580,68571,70869
506061142,Byford,9045,9973,10392,10923,11256,36,36,36,37,37,603917628,648287122,681015135,731234566,779204484,57328,56419,58029,59206,61266,66768,65004,65533,66944,69226
506061143,Mundijong,3908,4170,4305,4437,4527,45,45,45,44,44,263316175,264845991,281960502,305234326,317138703,52178,51439,51649,54090,54991,67379,63512,65496,68793,70055
506061144,Serpentine - Jarrahdale,2385,2464,2447,2500,2558,47,47,47,48,47,159404482,160958535,159939648,169115956,175937785,52213,51454,52248,54791,55493,66836,65324,65362,67646,68779
506071145,Como,9354,9167,9193,9327,9309,39,40,40,40,40,704660127,672030237,685695115,715860257,725073290,57944,56153,57412,58141,59850,75332,73310,74589,76751,77889
506071146,Manning - Waterford,6511,6620,6761,6758,6855,45,45,45,45,45,513791833,496673877,512211101,532022964,550654669,51522,50210,50873,53337,54053,78911,75026,75760,78725,80329
506071147,South Perth - Kensington,11217,11418,11532,11322,11535,43,44,44,45,45,1068816210,1035766296,1088069998,1090576936,1126111459,62749,59782,61084,62240,63697,95285,90713,94352,96324,97626
507011148,Banjup,10583,11104,11583,12255,12898,39,38,39,39,39,745002348,759397052,804899687,872597217,941127683,57853,56342,58306,60059,61155,70396,68390,69490,71203,72967
507011150,Bibra Industrial,109,90,101,87,103,44,48,48,51,50,7653042,6861702,7160921,6160515,6910725,65659,63632,59191,58756,53171,70211,76241,70900,70811,67094
507011151,Bibra Lake,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np
507011152,Coogee,5836,5879,6041,6031,6194,44,44,44,44,44,419666809,416611093,436845861,445526248,466285879,56349,55924,56333,58382,60276,71910,70864,72314,73873,75280
507011153,Coolbellup,4597,4615,4677,4761,4809,41,41,41,41,41,287758123,278972392,285168228,301845250,309395106,54107,52046,52475,55503,56226,62597,60449,60972,63400,64337
507011154,Hamilton Hill,5925,5934,6084,6242,6319,40,40,41,40,40,352729210,341924402,355457681,368966647,378390928,49271,47668,49306,51341,51578,59532,57621,58425,59110,59881
507011155,Henderson,24,42,45,25,27,48,43,43,48,49,3455062,5479713,4604850,2635018,2746094,119440,126288,104271,73896,78624,143961,130469,102330,105401,101707
507011158,North Coogee,1631,1874,2028,2224,2397,45,46,47,47,46,168201475,190616420,204606676,221363024,247005220,76428,74090,71238,74499,79231,103128,101716,100891,99534,103048
507011159,South Lake - Cockburn Central,7140,7055,7162,7158,7188,40,40,40,40,40,447145055,425338348,431693934,437465442,447960868,53421,52000,52762,53736,54510,62625,60289,60276,61116,62321
507011160,Spearwood,5775,6012,6160,6330,6455,41,42,42,42,42,356109791,361514435,376050525,389614230,410527038,51062,50550,51005,52084,54210,61664,60132,61047,61550,63598
507011161,Success - Hammond Park,9134,9436,9658,10063,10388,36,37,37,37,38,636163458,630074366,657434329,700044714,737780450,58474,57010,58977,60765,61948,69648,66773,68071,69566,71022
507011163,Yangebup,4564,4472,4501,4527,4593,39,40,40,41,41,291974024,271656916,283757685,287543683,299919486,54400,52879,54917,56223,57669,63973,60746,63043,63517,65299
507011259,Beeliar - Wattleup,5061,5247,5498,5701,5960,39,39,39,39,39,347001696,354923143,379405702,392101750,422674076,57915,57186,57753,58957,61031,68564,67643,69008,68778,70918
507011260,Jandakot,1821,1785,1811,1771,1715,48,48,48,49,49,144557388,133281775,136079550,133525015,131014313,57637,55022,58056,57887,58074,79384,74668,75141,75395,76393
507021164,East Fremantle,4970,4987,4992,4992,4960,47,47,48,48,48,472226393,451736949,475199774,477836204,496388221,62205,59570,62240,64313,66721,95015,90583,95192,95720,100078
507021165,Fremantle,9993,10229,10298,10430,10721,43,43,44,44,44,825425424,821975101,844683487,890734352,921668367,56347,54370,56344,58399,59108,82600,80357,82024,85401,85969
507021166,Fremantle - South,8979,9078,9177,9218,9306,43,44,44,44,44,638066204,629078979,657384027,679352776,691957934,53424,52439,54289,55073,57873,71062,69297,71634,73699,74356
507021167,O'Connor (WA),66,74,135,117,111,47,46,47,48,49,3512389,6604149,19793429,24791467,13538082,40093,50409,79976,97790,81483,53218,89245,146618,211893,121965
507031169,Bertram - Wellard (West),8070,8755,9033,9715,10122,35,35,36,36,37,522491084,549192596,575087781,625620371,667532299,57604,56209,57588,58447,59556,64745,62729,63665,64397,65949
507031170,Calista,3544,3463,3486,3507,3536,39,40,40,41,41,194092488,183322122,187909990,192279006,197381143,48091,46250,47682,49545,50755,54767,52937,53904,54827,55820
507031172,Hope Valley - Postans,53,55,59,48,46,50,48,47,47,49,2443162,2827898,2984260,2583453,2747896,36691,31202,40184,47777,49594,46097,51416,50581,53822,59737
507031173,Kwinana Industrial,37,37,35,43,41,48,50,48,48,48,3456358,3526286,2975930,3415401,3355455,78558,51920,71603,72906,66066,93415,95305,85027,79428,81840
507031174,Parmelia - Orelia,5335,5317,5426,5551,5607,40,41,41,41,41,302177126,291767654,298698126,311298999,322538904,49651,48358,49249,50904,52406,56641,54874,55049,56080,57524
507031261,Casuarina - Wandi,3312,3845,4082,4432,4658,37,35,35,36,36,235373853,259810365,283469542,307335401,338713946,60622,58652,60020,61237,63821,71067,67571,69444,69345,72717
507041175,Applecross - Ardross,7907,7865,7880,7865,7935,47,47,48,48,48,807627521,799828844,811014823,849450008,852739130,55837,55558,57062,59479,61104,102141,101695,102921,108004,107466
507041176,Bateman,2380,2355,2415,2432,2466,45,45,45,45,45,168241890,162354982,166899547,173989172,178011208,51321,49326,50184,52313,52719,70690,68941,69110,71542,72186
507041177,Bicton - Palmyra,8790,8824,8853,8880,9062,44,45,45,45,45,693806114,677892541,697139149,713455684,742284517,59466,57922,58564,60125,62207,78931,76824,78746,80344,81912
507041178,Booragoon,9829,9726,9650,9750,9929,46,47,48,48,48,845819615,818175354,813134781,832863697,852570031,55455,53277,54378,56192,56598,86053,84122,84263,85422,85867
