postcode,sa2_maincode_2016
5018,404021100
5019,404021099
5019,404011096
5020,404011096
5021,404011096
5022,404011095
5022,404011092
5023,404011091
5023,404011095
5024,404031105
5024,404011092
5024,404031109
5025,404011091
5031,404031108
5032,404031106
5033,404031108
5033,404031107
5034,401071023
5035,404031107
5035,401071023
5035,404031108
5037,404031107
5038,404031107
5038,403021062
5038,403021058
5039,403031068
5039,403021058
5040,404031107
5041,403031068
5041,403031070
5042,403031066
5042,403021061
5042,403031070
5043,403021058
5043,403021061
5043,403021062
5044,403021062
5044,403011057
5045,403011057
5046,403021064
5047,403041077
5047,403021064
5047,403021060
5047,403021061
5048,403011056
5048,403021064
5049,403011056
5049,403021060
5050,403031066
5051,403031067
5051,403041076
5052,403031065
5052,403031067
5061,401071023
5061,401071024
5062,403031065
5062,403031069
5063,401031013
5063,401031012
5063,401071024
5064,401031012
5064,401071024
5064,403031069
5065,401031013
5066,401031012
5066,401031011
5066,401031013
5067,401031011
5067,401051017
5067,401031013
5068,401051017
5068,401031011
5068,401031013
5068,401051018
5069,401051019
5070,401051018
5070,401051019
5071,401051017
5072,401031011
5072,401041016
5072,401021010
5073,401041016
5074,401041015
5075,402051051
5075,401041015
5076,401041014
5076,401021010
5081,401061020
5081,401061022
5082,401061021
5083,402031036
5083,401061020
5084,402031036
5085,402031036
5085,402031037
5086,402031037
5086,402031038
5087,402031038
5088,402051052
5089,402051051
5090,402051052
5091,402051054
5091,402051055
5092,402051052
5092,402051053
5093,402041040
5093,402031037
5094,402041172
5094,402031036
5095,402041171
5095,402041172
5096,402041041
5097,402051054
5097,402051055
5098,402041040
5106,402041042
5106,402041046
5107,402041171
5107,402041043
5108,402041044
5108,402041046
5108,402041048
5109,402041046
5109,402041047
5110,402041039
5110,402041048
5110,402041171
5110,402021035
5111,402041048
5112,402021030
5112,402021031
5113,402021029
5113,402021034
5113,402021031
5114,402021029
5114,402021028
5114,402051049
5114,402021033
5114,402021034
5115,402011026
5115,402021034
5115,402021032
5116,402011026
5117,402021032
5118,402021033
5118,402011025
5118,402011026
5120,402021035
5121,402021035
5121,402021032
5125,402051049
5125,402051050
5126,402051054
5127,402051053
5131,401021003
5131,402051054
5132,401021003
5133,401021003
5134,401021010
5136,401021010
5137,401021010
5138,401021010
5139,401021006
5140,401021010
5141,401021010
5142,401021010
5144,401021010
5150,401031012
5151,401021004
5152,401021010
5152,401021004
5153,401021005
5153,401021004
5153,401021008
5153,403041075
5154,401021004
5155,401021004
5156,401021004
5157,407011147
5157,401021008
5157,403041075
5158,403021059
5158,403021063
5158,403041080
5159,403041071
5159,403041077
5159,403041080
5160,403041082
5161,403041086
5162,403041084
5163,403041078
5163,403041079
5164,403041073
5165,403041074
5166,403041074
5167,403041074
5167,403041087
5168,403041073
5168,403041087
5169,403041087
5169,403041083
5170,403041087
5171,403041083
5172,407011147
5172,403041088
5173,403041072
5174,403041072
5174,407011149
5201,407011147
5201,403041075
5201,401021008
5201,407011146
5202,407011149
5203,407011149
5204,407011149
5210,407011147
5211,407011149
5211,407011148
5211,407011147
5212,407011144
5213,407011144
5214,407011147
5214,407011144
5220,407011145
5221,407011145
5222,407011145
5223,407011145
5231,401021003
5232,401021003
5233,401021003
5234,401021003
5235,405011110
5236,407031164
5237,407031164
5238,407031164
5238,407031166
5240,401021006
5241,401021006
5242,401021006
5243,401021006
5244,401021006
5244,401021008
5244,401021003
5245,401021005
5245,401021006
5250,401021007
5251,401021008
5251,401021007
5252,401021008
5252,401021009
5253,407031165
5253,407031166
5254,407031166
5254,407031165
5254,401021008
5255,407011147
5255,407011146
5255,407031166
5256,407011147
5259,407031169
5259,407031166
5259,407011147
5260,407031169
5261,407031169
5262,407021155
5263,407021156
5264,407031169
5265,407031169
5266,407031169
5267,407021157
5267,407031169
5268,407021157
5269,407021157
5270,407021157
5271,407021155
5271,407021151
5271,407021154
5271,407021157
5272,407021155
5272,407021151
5273,407021155
5275,407021151
5276,407021151
5277,407021156
5277,407021150
5278,407021156
5278,407021150
5279,407021158
5279,407021156
5280,407021158
5280,407021150
5280,407021152
5290,407021174
5291,407021150
5291,407021174
5291,407021173
5291,407021158
5301,407031169
5301,407031161
5302,407031161
5303,407031161
5304,407031161
5304,407031163
5306,407031161
5307,407031161
5307,407031163
5308,407031161
5308,407031170
5309,407031161
5310,407031163
5310,407031161
5311,407031163
5311,407031170
5320,407031170
5320,405021118
5320,406021141
5321,407031170
5322,407031170
5330,407031170
5330,407031163
5330,406021141
5330,407031159
5331,407031163
5332,407031163
5333,407031163
5333,407031162
5340,407031168
5341,406021141
5341,407031168
5341,407031167
5342,407031159
5343,407031160
5343,407031159
5343,407031168
5344,407031159
5345,407031159
5346,407031159
5350,405011111
5350,405011112
5351,405011112
5351,405011110
5352,405011110
5352,405011111
5352,405011112
5352,405011115
5353,405011110
5353,407031164
5354,407031164
5354,407031161
5354,407031170
5355,405011111
5355,405011114
5355,405011110
5356,407031170
5356,405011111
5357,407031170
5357,407031163
5360,405011111
5371,405011111
5371,402011025
5372,405011111
5373,405011111
5374,405021118
5374,407031170
5381,405021118
5400,405011111
5401,405021119
5401,405011111
5410,405011111
5410,405021117
5411,405021117
5412,405021117
5413,405021118
5413,405021117
5414,405021117
5415,405021117
5416,405021118
5417,406021141
5417,405021118
5418,405021118
5419,405021118
5420,405021118
5421,405021118
5422,405031121
5422,405031120
5422,406021141
5431,405031121
5431,406021141
5431,405031120
5432,406021141
5432,405031121
5432,406021140
5433,405031121
5433,406021140
5434,406021140
5434,406021141
5440,406021141
5440,405031121
5451,405021117
5452,405021117
5453,405021116
5453,405021117
5453,405021119
5454,405031120
5455,405021117
5460,405011113
5460,405021119
5461,405021119
5462,405021119
5464,405021117
5464,405021119
5464,405031123
5470,405031120
5471,405031120
5472,405031120
5473,405031120
5480,405031120
5481,405031121
5482,405031121
5483,405031121
5485,405031121
5490,405031120
5491,405031120
5493,405031121
5495,405031121
5495,405031123
5501,405021119
5501,405011113
5501,402011027
5502,405011113
5510,405021119
5520,405021119
5521,405031123
5522,405021119
5522,405031123
5523,405031120
5523,405021119
5523,405031123
5540,405031123
5540,405031122
5540,405031121
5550,405021119
5552,405041127
5552,405021119
5552,405041124
5554,405041125
5554,405041124
5554,405021119
5555,405021119
5555,405031123
5555,405041127
5556,405041126
5556,405041125
5558,405041127
5558,405041125
5560,405021119
5570,405041127
5571,405041127
5572,405041127
5573,405041127
5575,405041127
5575,405041128
5576,405041128
5577,405041128
5580,405041127
5581,405041127
5582,405041128
5583,405041128
5600,406021140
5600,406011136
5601,406011131
5601,406021140
5601,406011137
5602,406011131
5603,406011131
5604,406011130
5605,406011130
5606,406011133
5606,405041128
5607,406011133
5607,406011130
5607,405041128
5607,406011132
5608,406011136
5609,406011131
5609,406011136
5611,406021140
5630,406011130
5631,406011130
5632,406011130
5633,406011131
5633,406011132
5640,406011131
5641,406011131
5641,406021140
5642,406011131
5650,406011131
5650,406011132
5651,406011132
5652,406011132
5653,406011132
5654,406011132
5655,406011134
5655,406021141
5655,406011132
5660,406011134
5661,406011134
5670,406011132
5671,406011134
5671,406011132
5680,406011134
5680,406021141
5690,406011134
5690,406011129
5690,406011135
5700,406021140
5700,406011131
5700,406021142
5700,405031121
5701,406021141
5701,405031121
5710,406011135
5710,406021141
5710,406021140
5710,406021142
5713,406021140
5713,406021141
5715,406021140
5715,406021141
5717,406021141
5717,406021140
5719,406021141
5719,406011135
5720,406021141
5722,406021141
5723,406021141
5723,406021139
5724,406021141
5724,406021138
5725,406021143
5725,406021141
5730,406021141
5731,406021141
5732,406021141
5733,406021141
5734,406021141
5800,401011001
5810,401011001
5839,401011001
5942,404021102
5950,404031104
6000,503021041
6001,503021041
6003,503021041
6004,503021041
6005,503021037
6005,503021041
6006,503021040
6007,503021038
6007,503021043
6008,503021042
6009,503011035
6010,503011031
6010,503011036
6011,503011032
6011,503011034
6012,503011034
6014,503011033
6014,503021042
6014,503021043
6015,503011030
6016,503021043
6016,503021038
6017,505021087
6017,505021093
6017,505021091
6018,505021096
6018,505021088
6018,505021089
6019,505021092
6019,505021096
6020,505021089
6020,505011082
6020,505021094
6021,505021084
6021,505021093
6022,505021084
6023,505011072
6024,505011073
6025,505011070
6025,505011075
6025,505011079
6025,505011081
6026,505011078
6026,505011083
6027,505011070
6027,505011074
6027,505011077
6027,505011079
6027,505011080
6028,505011076
6028,505011071
6029,505021094
6030,505031101
6030,505031099
6030,505031105
6031,505031100
6031,505031106
6032,505031256
6033,505031256
6034,505031255
6035,505031256
6036,505031099
6036,505031105
6037,505031257
6038,505031255
6041,509021239
6042,509021239
6043,509021239
6044,509021239
6050,505021097
6050,503021039
6051,504011046
6052,503021039
6053,504011045
6054,504011044
6054,504031062
6055,504031059
6055,504031061
6055,504031062
6055,504031057
6055,504031066
6056,504031068
6056,504031066
6056,504021051
6056,504021054
6056,504031065
6056,504031067
6057,506051139
6057,506051140
6058,506051138
6059,505021086
6060,505021097
6060,505021095
6061,505021085
6061,505021090
6062,504011045
6062,504011047
6062,504011048
6063,504031057
6064,505031098
6064,505031102
6064,505031104
6065,505031107
6065,505031103
6065,505031108
6065,504031064
6066,504031056
6067,504031056
6068,504031057
6069,504031059
6069,504031068
6070,504021050
6071,504021050
6072,504021053
6073,504021053
6074,504021052
6076,506051141
6076,506051140
6076,504021052
6077,505031108
6077,505031107
6078,505031107
6078,505031256
6079,504031064
6081,504021053
6082,504021049
6082,504021053
6083,504031060
6083,509021244
6084,504031055
6084,504031058
6084,509021236
6084,504031069
6090,504031063
6100,506021123
6101,506021119
6102,506031124
6103,506021122
6104,506021118
6105,506021122
6105,506021120
6105,506021121
6106,506031130
6107,506041132
6107,506031127
6107,506051138
6107,506031124
6108,506041137
6109,506041136
6110,506041134
6110,506041135
6110,506041136
6111,506011111
6111,506011112
6111,506051141
6111,506011116
6111,506011114
6112,506011110
6112,506011115
6112,506011113
6112,506011117
6121,506061143
6122,506061142
6122,506061143
6123,506061143
6124,506061144
6125,506061144
6125,506061143
6126,506061144
6147,506041132
6147,506031128
6148,506031128
6148,506031129
6149,507041179
6149,507041180
6150,507041176
6150,507041182
6150,507041184
6151,506071147
6152,506071145
6152,506071146
6153,507041175
6153,507041178
6153,506071145
6154,507041181
6154,507041178
6155,506041133
6155,506031126
6155,506031131
6156,507041181
6156,507041183
6157,507041177
6158,507021164
6159,507021165
6160,507021165
6161,507021165
6162,507021166
6162,507021165
6163,507011150
6163,507011153
6163,507011154
6163,507021166
6163,507041182
6163,507011158
6163,507021167
6163,507011160
6164,507011148
6164,507011259
6164,507011159
6164,507011161
6164,507011260
6164,507011163
6165,507031172
6165,507031173
6166,507011152
6166,507011259
6167,507031261
6167,507031169
6167,507031170
6167,507031173
6167,507031174
6167,507031172
6168,507051186
6168,507051188
6169,507051190
6169,507051192
6169,507051193
6170,507031170
6170,507031261
6171,507051185
6172,507051187
6173,507051191
6174,507051191
6175,507051191
6176,507051185
6180,502011027
6181,502011027
6182,507051185
6207,509031248
6207,502011029
6208,502011029
6208,502011026
6209,502011026
6210,502011026
6210,502011021
6210,502011028
6210,502011024
6210,502011022
6210,502011023
6210,502011027
6210,502011025
6211,502011021
6213,509031248
6214,502011029
6215,501021016
6218,501021014
6220,501021014
6221,501021014
6223,501021014
6224,501021014
6225,501021009
6225,509031250
6225,501031017
6225,501031018
6226,501021014
6227,501021010
6228,501021010
6229,501021015
6229,501021010
6230,501021253
6230,501021008
6230,501021251
6230,501021011
6230,501021015
6230,501021252
6230,501021012
6230,501021254
6231,501021253
6232,501021012
6233,501021005
6233,501021014
6236,501021010
6237,501021007
6237,501021252
6239,501031018
6240,501031018
6243,501031017
6243,501031018
6244,501031017
6244,509031250
6251,501031018
6252,501031018
6253,501031018
6254,501031017
6255,501031017
6256,501031017
6258,501031019
6258,501031020
6260,501031020
6262,501031020
6271,501021007
6275,501031020
6275,501011003
6280,501011003
6280,501011002
6280,501021007
6281,501011003
6282,501011003
6284,501011001
6284,501011004
6285,501011001
6285,501011004
6286,501011001
6288,501011001
6290,501011001
6302,509021245
6304,509021245
6306,509031246
6308,509031246
6309,509031250
6311,509031250
6312,509031250
6312,509031249
6312,509031247
6313,509031250
6315,509031250
6315,509031247
6316,509011230
6317,509011230
6317,509031247
6318,509011231
6320,509011231
6321,509011231
6322,509011231
6323,509011234
6324,509011234
6324,509011226
6326,509011234
6327,509011226
6328,509011226
6330,509011225
6330,509011227
6330,509011232
6330,509011226
6330,509011233
6331,509011225
6332,509011225
6333,509011228
6335,509011229
6336,509011229
6337,511011275
6337,509011229
6338,509011229
6338,509011235
6341,509011229
6343,509011229
6346,511011275
6348,511011275
6350,509031247
6351,509031247
6352,509031247
6353,509031247
6355,509031247
6356,509031247
6357,509031247
6358,509031247
6359,509031247
6361,509031247
6363,509031247
6365,509031247
6367,509031247
6368,509021240
6369,509021240
6370,509031247
6372,509031247
6373,509031246
6375,509031246
6383,509021237
6384,509021237
6385,509021240
6386,509021240
6390,509031246
6390,509031248
6391,509031250
6391,509031248
6392,509031250
6393,509031250
6394,509011230
6394,509011231
6394,509031250
6395,509011231
6396,509011231
6397,509011234
6398,501031020
6401,509021243
6401,509021238
6403,509021243
6405,509021237
6407,509021237
6409,509021237
6410,509021237
6411,509021237
6412,509021237
6413,509021240
6414,509021240
6415,509021240
6418,509021240
6419,509021240
6420,509021240
6421,509021240
6421,509021242
6422,509021242
6423,509021242
6424,509021242
6425,509021242
6426,509021242
6427,509021242
6428,509021240
6429,511031282
6430,511031282
6430,511031281
6430,511031280
6430,511031279
6431,511031282
6431,511031283
6432,511031278
6432,511031284
6433,511031280
6433,511031279
6434,511031282
6435,511031283
6436,511031283
6437,511031283
6438,511031283
6440,511031283
6442,511031282
6443,511031282
6445,511011275
6446,511011275
6447,511011275
6448,511011275
6450,511011274
6450,511011275
6452,511011275
6460,509021238
6461,509021238
6462,509021238
6463,509021238
6465,509021238
6466,509021238
6467,509021238
6468,509021241
6470,509021238
6472,509021242
6473,509021242
6475,509021238
6476,509021242
6477,509021242
6479,509021242
6480,509021240
6484,509021242
6485,509021238
6487,509021242
6488,509021242
6489,509021242
6490,509021242
6501,509021236
6502,509021236
6502,509021244
6503,509021239
6504,509021236
6505,509021236
6506,509021241
6507,509021239
6509,509021241
6510,509021241
6511,509021239
6512,509021241
6513,511041291
6513,509021241
6514,511041291
6515,511041291
6516,509021239
6517,511041291
6518,511041291
6519,511041291
6521,509021239
6522,511041291
6525,511041289
6528,511041292
6530,511041285
6530,511041286
6530,511041288
6530,511041287
6531,511041285
6532,511041292
6532,511041287
6532,511041288
6532,511021277
6532,511041286
6535,511041292
6536,511041292
6537,511021277
6556,504021049
6556,504021052
6558,504021049
6560,509021243
6562,509021243
6564,509021243
6566,509021244
6566,509021241
6567,509021244
6568,509021241
6568,509021244
6569,509021241
6571,509021241
6572,509021241
6574,509021241
6575,509021241
6603,509021238
6605,509021238
6606,509021238
6608,509021241
6609,509021241
6612,509021241
6612,511041290
6613,509021241
6614,511041291
6616,511041291
6620,511041291
6623,511041291
6625,511041291
6627,511041291
6628,511041292
6630,511041292
6630,511041290
6631,511041292
6632,511041292
6635,511041290
6638,511041290
6639,511041290
6640,511041290
6642,511041290
6646,511041290
6701,511021276
6701,511021277
6705,511021277
6707,511021277
6710,510031271
6711,510031271
6712,510031271
6713,510031273
6714,510031273
6714,510031272
6716,510031271
6718,510031273
6720,510031273
6721,510021267
6721,510021269
6722,510021267
6722,510021269
6722,510021270
6723,510021267
6725,510011262
6725,510011266
6726,510011262
6728,510011263
6731,510011263
6733,510011263
6740,510011265
6743,510011265
6743,510011264
6751,510031271
6753,510021267
6754,510031271
6758,510021267
6760,510021267
6761,510021267
6762,510021267
6765,510011263
6770,510011264
6798,901011001
6799,901021002
6800,503021041
6803,503021041
6809,503021041
6817,503021041
6820,503021041
6827,503021041
6830,503021041
6831,503021041
6832,503021041
6837,503021041
6838,503021041
6839,503021041
6840,503021041
6841,503021041
6842,503021041
6843,503021041
6844,503021041
6845,503021041
6846,503021041
6847,503021041
6848,503021041
6849,503021041
6850,503021041
6865,503021041
6872,503021041
6892,503021041
6900,503021038
6901,503021043
6902,503021038
6903,503021038
6904,503021042
6905,511031283
6906,503021040
6907,503011035
6909,503011035
6910,503011031
6911,503011032
6912,503011034
6913,503021043
6914,505021084
6915,503021038
6916,505021093
6916,505021091
6917,505021093
6918,505021088
6919,505011077
6920,505021094
6921,505021089
6922,505021092
6923,505011075
6924,505011073
6925,506051141
6926,506051140
6929,503021039
6931,504011046
6932,503021039
6933,504011045
6934,504011044
6935,504031066
6936,504031066
6937,505021095
6938,505021095
6939,505021095
6940,505021095
6941,505021085
6942,504011044
6943,504011047
6944,504031063
6945,504031063
6946,505031108
6947,505031103
6951,506071147
6952,506071145
6953,507041175
6954,507041178
6955,506031131
6956,507041181
6957,507041177
6959,507021165
6960,507041181
6961,507041177
6963,507011154
6964,507011161
6965,507011150
6966,507031173
6967,507051188
6968,507051188
6969,507051188
6970,506031126
6979,506021123
6980,506031127
6981,506021119
6982,506031124
6983,506031124
6984,506021118
6985,506021122
6986,506031130
6987,506031127
6988,506041137
6989,506041136
6990,506041134
6991,506011114
6992,506011110
6997,506011114
7000,601051027
7000,601051028
7000,601051033
7001,601051027
7001,603031073
7002,601051027
7004,601051027
7004,601051032
7005,601051029
7005,601051031
7006,601051031
7007,601051029
7008,601051030
7008,601051028
7009,601031016
7009,601031019
7009,601031021
7010,601031016
7010,601031017
7010,601031018
7011,601031013
7011,601031014
7011,601031015
7012,601031014
7015,601021008
7015,601021006
7016,601021010
7017,601021010
7017,601011002
7017,601011003
7018,601021004
7018,601021007
7018,601021009
7019,601021011
7020,601021012
7021,601021005
7022,601021012
7023,601021012
7024,601021012
7025,601021005
7025,601061035
7026,603011067
7027,603011067
7030,603011065
7030,603011067
7030,601011001
7030,601011002
7030,601031013
7050,601041022
7050,601041023
7051,601041022
7052,601041023
7053,601041026
7054,601041024
7054,601051032
7054,601041023
7054,601041022
7054,601041025
7055,601041022
7109,603021071
7109,603021072
7109,603021070
7112,603021070
7113,603021072
7116,603021071
7117,603021071
7119,603011067
7120,603011067
7139,603011068
7140,603011066
7140,601031020
7140,603011065
7150,603021069
7150,601041024
7150,603021072
7151,604021091
7151,602021054
7155,603021069
7162,603021069
7163,603021069
7170,601021005
7171,601061035
7172,601061035
7173,601061034
7174,601061034
7175,601061034
7176,601061034
7177,601061034
7178,603031073
7179,603031073
7180,603031073
7182,603031073
7183,603031073
7184,603031073
7185,603031073
7186,603031073
7187,603031073
7190,603031074
7190,603011067
7209,602031061
7210,602031061
7211,602031061
7212,602031061
7212,602031058
7212,602031062
7213,602031061
7214,602031064
7215,602031064
7215,603031074
7216,602031064
7248,602011041
7248,602011036
7248,602011040
7249,602011047
7249,602011037
7249,602011052
7250,602011044
7250,602011038
7250,602011042
7250,602011043
7250,602011048
7250,602011045
7250,602011046
7250,602011050
7250,602021056
7250,602011049
7250,602011051
7252,602031059
7252,602031058
7253,602031059
7254,602031059
7254,602031100
7254,602031058
7255,602031099
7256,604031093
7257,602031099
7258,602031062
7258,602031058
7259,602031058
7260,602031100
7261,602031100
7262,602031100
7263,602031100
7264,602031064
7264,602031100
7265,602031100
7267,602031058
7267,602031059
7268,602031058
7270,602021053
7270,602021055
7275,602021055
7275,602021053
7276,602021055
7277,602021055
7277,602011039
7290,602021056
7291,602021056
7292,602021057
7292,602021056
7300,602031062
7300,602031061
7301,602031060
7301,602031061
7301,602021057
7302,602021057
7302,602031061
7303,602021057
7303,602021054
7303,602021056
7304,603011065
7304,602021054
7304,602021057
7305,604021091
7306,604021091
7307,604021089
7307,604021087
7310,604021090
7310,604021086
7310,604021085
7310,604021088
7310,604021091
7310,604021092
7310,604011076
7315,604011076
7315,604021092
7315,604011082
7315,604011083
7316,604011076
7316,604011079
7320,604011075
7320,604011080
7320,604011077
7320,604011078
7321,604031094
7321,604031096
7321,604011077
7321,604011078
7321,604011076
7321,604031097
7322,604011081
7325,604031096
7325,604011084
7325,604011081
7330,604031094
7330,604031095
7331,604031094
7466,604031097
7467,604031097
7468,604031098
7468,604031097
7469,604031097
7470,604031097
8001,206041122
8002,206041119
8003,206041122
8004,206051128
8005,206041126
8006,206041122
8007,206041122
8008,206041125
8009,206041122
8010,210021235
8011,206041122
8012,206041118
8045,206041122
8051,206041122
8066,206041122
8069,206041122
8070,206041122
8071,206041122
8102,206041122
8107,206041122
8111,206041122
8120,206041122
8205,206041122
8785,212041311
9000,305011105
9001,305011105
9002,305011105
9005,305011105
9007,305011105
9009,305011105
9010,305011105
9013,305011105
9015,305011105
9464,302031038
9726,309101268
9999,206041122
